id_synthese;date_debut;date_fin;heure_debut;heure_fin;cd_nom;cd_ref;nom_valide;nom_vernaculaire;nom_cite;regne;group1_inpn;group2_inpn;group3_inpn;classe;ordre;famille;rang_taxo;nombre_min;nombre_max;alti_min;alti_max;prof_min;prof_max;observateurs;determinateur;communes;geometrie_wkt_4326;x_centroid_4326;y_centroid_4326;nom_lieu;comment_releve;comment_occurrence;validateur;niveau_validation;date_validation;comment_validation;preuve_numerique_url;preuve_non_numerique;jdd_nom;jdd_uuid;jdd_id;ca_nom;ca_uuid;ca_id;cd_habref;cd_habitat;nom_habitat;precision_geographique;nature_objet_geo;type_regroupement;methode_regroupement;technique_observation;biologique_statut;etat_biologique;biogeographique_statut;naturalite;preuve_existante;niveau_precision_diffusion;stade_vie;sexe;objet_denombrement;type_denombrement;niveau_sensibilite;statut_observation;floutage_dee;statut_source;type_info_geo;methode_determination;comportement;reference_biblio;id_origine;uuid_perm_sinp;uuid_perm_grp_sinp;date_creation;date_modification;champs_additionnels
279054;26/05/2014;26/05/2014;07:41:00;07:41:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Lognos Mathieu;Lognos Mathieu;Agde;POINT(3.5103142 43.314765);3.5103142;43.314765;ButorTalèveBlongios-4;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91344;b3efc57e-9727-4718-a026-7f1c1d3c6b31;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279055;26/05/2014;26/05/2014;06:06:00;06:06:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Guenel Nathalie;Guenel Nathalie;Agde;POINT(3.5244226 43.3298526);3.5244226;43.3298526;ButorTalèveBlongios-1;;;;;;Pas de repasse;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91345;9033cfee-3240-4045-bd73-c78145c2182e;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279056;26/05/2014;26/05/2014;06:42:00;06:42:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;3;3;;;Guenel Nathalie;Guenel Nathalie;Agde;POINT(3.515507 43.3313745);3.515507;43.3313745;ButorTalèveBlongios-8;;;;;;Pas de repasse;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91346;3cd4d313-aacd-4fba-b380-d16417dfe26e;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279057;26/05/2014;26/05/2014;07:11:00;07:11:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Guenel Nathalie;Guenel Nathalie;Agde;POINT(3.5100675 43.327324);3.5100675;43.327324;ButorTalèveBlongios-9;;;;;;Pas de repasse;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91347;27aaaeab-3cf1-48d6-a6c6-dc88ae915670;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279058;26/05/2014;26/05/2014;06:25:00;06:25:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Diraison Martin;Diraison Martin;Agde;POINT(3.5038877 43.3172552);3.5038877;43.3172552;ButorTalèveBlongios-5;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91348;d5320a42-6f90-4d64-bb9b-0f82b348c857;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279059;26/05/2014;26/05/2014;07:07:00;07:07:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Diraison Martin;Diraison Martin;Agde;POINT(3.5090053 43.3204243);3.5090053;43.3204243;ButorTalèveBlongios-6;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91349;c9649ba2-789f-4b20-9813-f39e6f5e2f5c;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279060;26/05/2014;26/05/2014;07:45:00;07:45:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;1;1;;;Diraison Martin;Diraison Martin;Agde;POINT(3.5034049 43.3229298);3.5034049;43.3229298;ButorTalèveBlongios-7;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91350;498c79df-b3cf-40b2-95a9-01f855204d59;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279061;26/05/2014;26/05/2014;06:53:00;06:53:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;Lognos Mathieu;Lognos Mathieu;Agde;POINT(3.5241866 43.3223366);3.5241866;43.3223366;ButorTalèveBlongios-2;;;;;;faible mais moins de 100m. De 6:30 à 37 puis 2 coup à 6:39;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91351;bfcf1a41-a17a-4732-bc66-f47a147e0b97;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279062;26/05/2014;26/05/2014;07:41:00;07:41:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Lognos Mathieu;Lognos Mathieu;Agde;POINT(3.5198307 43.3177391);3.5198307;43.3177391;ButorTalèveBlongios-3;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91352;6ba439f3-550f-440e-96a9-5a25150124b1;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279072;26/05/2014;26/05/2014;06:00:00;06:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;4;4;;;Lognos Mathieu;Lognos Mathieu;Agde;POINT(3.5255704 43.3258201);3.5255704;43.3258201;CheminAnimation;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91362;f7bf731e-d358-45cc-9590-806820a73506;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279074;11/06/2014;11/06/2014;06:05:00;06:05:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Lognos Mathieu;Lognos Mathieu;Agde;POINT(3.5244226 43.3298526);3.5244226;43.3298526;ButorTalèveBlongios-1;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91364;228d10b1-f859-4f26-ab18-0cd67ec4ac30;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279076;11/06/2014;11/06/2014;06:50:00;06:50:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;3;3;;;Lognos Mathieu;Lognos Mathieu;Agde;POINT(3.515507 43.3313745);3.515507;43.3313745;ButorTalèveBlongios-8;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91366;7a754b09-f2f7-4739-8f90-062b3b8040b9;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279078;11/06/2014;11/06/2014;07:30:00;07:30:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Lognos Mathieu;Lognos Mathieu;Agde;POINT(3.5100675 43.327324);3.5100675;43.327324;ButorTalèveBlongios-9;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91368;2cdf2600-9017-4d72-834f-106fae2de35e;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279081;11/06/2014;11/06/2014;06:34:00;06:34:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;Guenel Nathalie;Guenel Nathalie;Agde;POINT(3.5038877 43.3172552);3.5038877;43.3172552;ButorTalèveBlongios-5;;;;;;réponse 2min après la repasse dans le bassin le plus proche;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91371;3b334fcb-0769-40f1-92a8-e343cef05b36;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279082;11/06/2014;11/06/2014;06:42:00;06:42:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;Guenel Nathalie;Guenel Nathalie;Agde;POINT(3.5047529 43.3170654);3.5047529;43.3170654;GB6;;;;;;en marchant vers le point 6;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91372;f6b55243-6739-475e-9912-f27c67a5c109;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279090;11/06/2014;11/06/2014;06:58:00;06:58:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Guenel Nathalie;Guenel Nathalie;Agde;POINT(3.5090053 43.3204243);3.5090053;43.3204243;ButorTalèveBlongios-6;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91380;8bd4a9e0-4661-419a-91aa-7cf741bd265e;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279092;11/06/2014;11/06/2014;07:43:00;07:43:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;1;1;;;Guenel Nathalie;Guenel Nathalie;Agde;POINT(3.5034049 43.3229298);3.5034049;43.3229298;ButorTalèveBlongios-7;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91382;85903db7-05dd-4de7-8748-98c4d67b17de;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279097;11/06/2014;11/06/2014;06:06:00;06:06:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Diraison Martin;Diraison Martin;Agde;POINT(3.5241866 43.3223366);3.5241866;43.3223366;ButorTalèveBlongios-2;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91387;fdcf2eb2-2152-42ac-a44a-3e7b8d0949f2;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279099;11/06/2014;11/06/2014;06:46:00;06:46:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Diraison Martin;Diraison Martin;Agde;POINT(3.5198307 43.3177391);3.5198307;43.3177391;ButorTalèveBlongios-3;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91389;7af5c6aa-fe63-4381-9d31-b51235aca349;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279101;11/06/2014;11/06/2014;07:35:00;07:35:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Diraison Martin;Diraison Martin;Agde;POINT(3.5103142 43.314765);3.5103142;43.314765;ButorTalèveBlongios-4;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91391;5042da50-3dfc-4cf2-9fce-a48cff09411d;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279105;05/06/2014;05/06/2014;19:54:00;19:54:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Guenel Nathalie;Guenel Nathalie;Agde;POINT(3.5241866 43.3223366);3.5241866;43.3223366;ButorTalèveBlongios-2;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91395;e8138f8a-da84-4bdb-90ce-440bebde3fd6;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279110;05/06/2014;05/06/2014;20:35:00;20:35:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Guenel Nathalie;Guenel Nathalie;Agde;POINT(3.5198307 43.3177391);3.5198307;43.3177391;ButorTalèveBlongios-3;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91400;34c74522-6ab2-46fe-8a83-ec7fbd629c82;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279115;05/06/2014;05/06/2014;21:27:00;21:27:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;Guenel Nathalie;Guenel Nathalie;Agde;POINT(3.5103142 43.314765);3.5103142;43.314765;ButorTalèveBlongios-4;;;;;;parait loin, entendu sans repasse;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91405;6688a690-ac22-4721-836a-6baf075a674b;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279117;05/06/2014;05/06/2014;21:54:00;21:54:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;1;1;;;Guenel Nathalie;Guenel Nathalie;Agde;POINT(3.5204852 43.3156237);3.5204852;43.3156237;PontKoch;;;;;;repasse, essai;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91407;a1e677ac-6771-4624-b604-2a7a69862543;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279119;05/06/2014;05/06/2014;20:11:00;20:11:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;Diraison Martin;Diraison Martin;Agde;POINT(3.5244226 43.3298526);3.5244226;43.3298526;ButorTalèveBlongios-1;;;;;;observé, femelle;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91409;9eff6297-687e-44f5-b3b3-0b6ef17d831b;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279122;05/06/2014;05/06/2014;20:14:00;20:14:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;Diraison Martin;Diraison Martin;Agde;POINT(3.5244226 43.3298526);3.5244226;43.3298526;ButorTalèveBlongios-1;;;;;;Chant lointain vers point 2;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91412;bc4bb804-2ea7-4d27-89b6-24dfd6493d80;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279123;05/06/2014;05/06/2014;20:30:00;20:30:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;3;3;;;Diraison Martin;Diraison Martin;Agde;POINT(3.515507 43.3313745);3.515507;43.3313745;ButorTalèveBlongios-8;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91413;562a4e8c-e45f-42c4-a280-ce4114e7cb8c;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279129;05/06/2014;05/06/2014;21:12:00;21:12:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;0;;0;0;;;Diraison Martin;Diraison Martin;Agde;POINT(3.5100675 43.327324);3.5100675;43.327324;ButorTalèveBlongios-9;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91419;986e4352-7f64-4d3a-869f-1040da97ee5c;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279131;05/06/2014;05/06/2014;19:52:00;19:52:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;Lognos Mathieu;Lognos Mathieu;Agde;POINT(3.5038877 43.3172552);3.5038877;43.3172552;ButorTalèveBlongios-5;;;;;;entendu avant la repasse;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91421;13288033-e108-4cd5-bfbe-8db01127146d;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279132;05/06/2014;05/06/2014;20:04:00;20:04:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;Lognos Mathieu;Lognos Mathieu;Agde;POINT(3.5038877 43.3172552);3.5038877;43.3172552;ButorTalèveBlongios-5;;;;;;entendu avant la repasse;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91422;4efb1746-d6f6-45d1-9ac2-cc2c1284886f;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279133;05/06/2014;05/06/2014;20:15:00;20:15:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;1;1;;;Lognos Mathieu;Lognos Mathieu;Agde;POINT(3.5081363 43.3169663);3.5081363;43.3169663;PetitBassin-R3.2;;;;;;entendu avant la repasse;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91423;6d9231dc-0cfc-4a26-9247-42329cba951a;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
279136;05/06/2014;05/06/2014;20:57:00;20:57:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;2;;0;0;;;Lognos Mathieu;Lognos Mathieu;Agde;POINT(3.5090053 43.3204243);3.5090053;43.3204243;ButorTalèveBlongios-6;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;91426;c0e266de-1156-4905-b765-55b7d93f3127;;23/01/2024 14:07;21/01/2025 17:31;{'RELV_NOM': 'SuiviBlongiosTalève'}
